Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
STT Global Data Centres India,--,1.1k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +18 other locations,257,3.5
Shyam Steel Manufacturing,--,869,N/A,Kolkata +42 other locations,Kolkata +42 other locations,257,4.1
Oswaal Books and Learning Private Limited,42,368, Agra ,Printing & Publishing,Printing & Publishing | Agra +11 other locations,257,3.6
Madhu Jayanti International,24,706, Kolkata ,FMCG,FMCG | Kolkata +43 other locations,257,3.5
Hewlett Packard Globalsoft,--,948,N/A,Bengaluru +7 other locations,Bengaluru +7 other locations,256,4.1
Rossell Techsys,1,1.4k, Bengaluru ,Defence & Aerospace,Defence & Aerospace | Bengaluru +4 other locations,256,4.0
Foundation To Educate Girls Globally,16,548, Mumbai ,Education & Training,Education & Training | Mumbai +54 other locations,256,4.3
Sona Koyo Steering Systems,9,364, Gurugram ,Auto Components,Auto Components | Gurugram +17 other locations,256,3.6
Birla Tyres,--,646, Kolkata ,Auto Components,Auto Components | Kolkata +57 other locations,256,4.1
Maharishi Vidya Mandir,--,692, Chennai ,Education & Training,Education & Training | Chennai +82 other locations,256,3.6
Ujala Cygnus,--,546, New Delhi ,Healthcare,Healthcare | New Delhi +28 other locations,256,3.6
Saurav Chemicals,14,980, Chandigarh ,Agro Chemicals,Agro Chemicals | Chandigarh +12 other locations,256,4.2
Snowman Logistics,4,957, Bengaluru ,Logistics,Logistics | Bengaluru +26 other locations,257,3.7
Paul Merchants,9,577, Chandigarh ,NBFC,NBFC | Chandigarh +77 other locations,257,4.2
LCC Projects,7,767, Ahmedabad ,Engineering & Construction,Engineering & Construction | Ahmedabad +39 other locations,280,4.1
JM Financial Home Loans,1,635, Mumbai ,NBFC,NBFC | Mumbai +78 other locations,257,3.8
Yodlee,--,1.6k, Bengaluru ,Software Product,Software Product | Bengaluru +5 other locations,256,4.3
El Seif Engineering Contracting,--,317, Riyadh ,Engineering & Construction,Engineering & Construction | Riyadh +18 other locations,256,3.0
PMT Machines,1,1k, Pune ,Industrial Machinery,Industrial Machinery | Pune +15 other locations,256,3.8
Yatharth Hospital,9,947, Noida ,Healthcare,Healthcare | Noida +9 other locations,257,3.5
Madras Radiators and Pressings Limited,--,387, Chennai ,Auto Components,Auto Components | Chennai +11 other locations,255,4.3
Online Legal India,--,57, Kolkata ,Other,Other | Kolkata +7 other locations,255,3.6
GS Engineering & Construction,1,690, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +19 other locations,255,3.8
Modi Mundi Pharma,5,538, New Delhi ,Pharma,Pharma | New Delhi +41 other locations,255,4.0
Xtancia Technosoft,--,45, Chennai ,Software Product,Software Product | Chennai +2 other locations,255,2.9
British Airways,--,1.2k, New Delhi ,Aviation,Aviation | New Delhi +13 other locations,255,4.1
Reliance Cement Company,--,742, Maihar ,Building Material,Building Material | Maihar +28 other locations,255,3.4
Mobius Knowledge Services,7,1.6k, Chennai ,Printing & Publishing,Printing & Publishing | Chennai +4 other locations,254,3.4
Mogli labs,2,1.4k, Noida ,Internet,Internet | Noida +27 other locations,254,3.9
Captain Fresh,4,1.2k, Bengaluru ,Food Processing,Food Processing | Bengaluru +27 other locations,254,3.8
Indian Oil- Adani Gas,11,1.2k, Noida ,Oil & Gas,Oil & Gas | Noida +32 other locations,254,3.9
Integra Micro Systems,--,1.2k, Bengaluru ,Software Product,Software Product | Bengaluru +42 other locations,254,3.3
Rehau Polymers,--,1.1k, Vadodara ,Engineering & Construction,Engineering & Construction | Vadodara +23 other locations,254,4.5
Singareni Collieries Company,--,577, Hyderabad ,Metals & Mining,Metals & Mining | Hyderabad +18 other locations,254,3.8
Metacube Software,6,2k, Jaipur ,IT Services & Consulting,IT Services & Consulting | Jaipur +5 other locations,254,3.1
Mahagun India,19,996, Noida ,Real Estate,Real Estate | Noida +5 other locations,254,3.9
LIXIL,476,1k, Gurugram ,Building Material,Building Material | Gurugram +41 other locations,254,3.7
Dynamatic Technologies,--,1.3k, Bengaluru ,Auto Components,Auto Components | Bengaluru +11 other locations,254,2.9
Weddingz.in,--,929, Mumbai ,Internet,Internet | Mumbai +32 other locations,255,4.1
Rays Power Infra,19,684, Jaipur ,Power,Power | Jaipur +32 other locations,254,3.8
JP Infra,4,1.4k, Mumbai ,Real Estate,Real Estate | Mumbai +11 other locations,254,3.4
ZIGRAM,14,1.1k, Gurugram ,Software Product,Software Product | Gurugram +8 other locations,254,4.2
Kovai Medical Center and Hospital,2,941, Coimbatore ,Healthcare,Healthcare | Coimbatore +12 other locations,254,3.7
Dosti Realty,1,1.1k, Mumbai ,Real Estate,Real Estate | Mumbai +5 other locations,254,3.4
Oriental Aromatics,1,1.4k, Vadodara ,Chemicals,Chemicals | Vadodara +12 other locations,254,4.1
Sequential Technology International,--,908, Gurugram ,BPO,BPO | Gurugram +4 other locations,253,4.3
ATC Telecom Infrastructure,--,760, Gurugram ,Telecom,Telecom | Gurugram +48 other locations,253,3.7
Ambica Steels,3,859, New Delhi ,Metals & Mining,Metals & Mining | New Delhi +16 other locations,252,3.5
Vistra Corporate Services,2,1.4k, Mumbai ,Power,Power | Mumbai +11 other locations,253,3.7
Hindware Home Innovation,--,699, Gurugram ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Gurugram +49 other locations,252,3.7
Nandan Petrochem,19,1k, Mumbai ,Petrochemicals,Petrochemicals | Mumbai +33 other locations,263,3.8
Medgenome Labs,1,980, Bengaluru ,Biotechnology,Biotechnology | Bengaluru +20 other locations,253,3.7
Tata Sikorsky Aerospace,--,1.2k, Hyderabad ,Defence & Aerospace,Defence & Aerospace | Hyderabad +4 other locations,253,3.3
Quality Council of India,--,1.5k,N/A,New Delhi +22 other locations,New Delhi +22 other locations,253,3.4
New Allenberry Works,--,913, Faridabad ,Power,Power | Faridabad +11 other locations,253,3.4
KGK Group,32,1.2k, Mumbai ,Jewellery,Jewellery | Mumbai +15 other locations,253,3.7
Appasamy Associates,--,1.1k, Chennai ,Medical Equipment,Medical Equipment | Chennai +40 other locations,253,4.1
Cargo Motors,4,868, Ahmedabad ,Automobile,Automobile | Ahmedabad +22 other locations,253,4.1
Cargo Motors,4,868, Ahmedabad ,Automobile,Automobile | Ahmedabad +22 other locations,253,3.7
General Energy Management Systems,38,993, Noida ,Industrial Machinery,Industrial Machinery | Noida +39 other locations,253,3.4
Vamani Overseas,6,1.3k, Faridabad ,Furniture & Furnishing,Furniture & Furnishing | Faridabad +15 other locations,252,3.6
Hawkins Cookers,--,823, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +39 other locations,252,3.4
Royal Infraconstru,--,774, Kolkata ,Engineering & Construction,Engineering & Construction | Kolkata +37 other locations,252,4.1
Leeford Healthcare,8,584, Ludhiana ,Pharma,Pharma | Ludhiana +69 other locations,252,4.3
Globus Infocom,6,619, Noida ,EdTech,EdTech | Noida +30 other locations,252,3.8
Amazon Distributors,--,515,N/A,New Delhi +37 other locations,New Delhi +37 other locations,252,4.0
GE Aviation,--,1.3k, Pune ,Aviation,Aviation | Pune +7 other locations,252,2.8
Richfeel Health & Beauty,2,594, Mumbai ,Beauty & Personal Care,Beauty & Personal Care | Mumbai +39 other locations,252,3.7
Malabar Group Of Companies,2,1.3k, Kozhikode ,Jewellery,Jewellery | Kozhikode +55 other locations,252,3.7
JSG Group,14,1.1k, New Delhi ,Auto Components,Auto Components | New Delhi +13 other locations,252,4.7
HyperCITY,--,388, Mumbai ,Retail,Retail | Mumbai +21 other locations,252,3.7
British Paints,--,621, New Delhi ,Chemicals,Chemicals | New Delhi +76 other locations,252,3.7
Dyson,13,1.1k, Gurugram ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Gurugram +33 other locations,252,4.2
Sundaram Home Finance,6,718, Chennai ,NBFC,NBFC | Chennai +74 other locations,252,3.5
Protean eGov Technologies,16,1.7k,N/A,Mumbai +12 other locations,Mumbai +12 other locations,261,4.1
Shivaami Cloud Services,5,522, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +6 other locations,253,3.3
ACN Health care,16,996, Bengaluru ,BPO,BPO | Bengaluru +6 other locations,252,4.1
Catch Foods,--,423, Noida ,Food Processing,Food Processing | Noida +70 other locations,252,4.2
Sundaram Home Finance,6,718, Chennai ,NBFC,NBFC | Chennai +74 other locations,252,3.7
Dyson,13,1.1k, Gurugram ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Gurugram +33 other locations,252,3.7
Zee Learn,9,936, Mumbai ,Education & Training,Education & Training | Mumbai +34 other locations,252,3.5
Kinetic Engineering,5,926, Ahilyanagar ,Auto Components,Auto Components | Ahilyanagar +17 other locations,252,3.7
Sigachi Industries,1,1.2k, Bharuch ,Pharma,Pharma | Bharuch +16 other locations,252,4.1
Pahal Financial Services,1,747, Ahmedabad ,NBFC,NBFC | Ahmedabad +95 other locations,252,4.0
Unison Pharmaceuticals,3,1.3k, Ahmedabad ,Pharma,Pharma | Ahmedabad +10 other locations,252,3.0
Searce Cosourcing Services,7,2.1k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +13 other locations,252,3.6
Aegis Logistics,--,1.2k, Mumbai ,Oil & Gas,Oil & Gas | Mumbai +29 other locations,251,3.3
GGS Engineering Services,--,1.5k, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +8 other locations,251,3.6
Cordova Publication,1,536, Noida ,Printing & Publishing,Printing & Publishing | Noida +54 other locations,251,4.0
Leayan Global,--,650, Kanpur ,Fashion & Textile,Fashion & Textile | Kanpur +46 other locations,251,3.5
Madhucon Projects,10,792, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +35 other locations,251,3.8
Tangoe,--,1.2k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +4 other locations,251,3.7
O P Jindal Global University,9,882, Sonipat ,Education & Training,Education & Training | Sonipat +10 other locations,251,4.4
GTL Limited,--,585, Pune ,Hardware & Networking,Hardware & Networking | Pune +38 other locations,251,3.4
Health Total,21,569, Mumbai ,Fitness & Wellness,Fitness & Wellness | Mumbai +12 other locations,251,3.9
Global Opportunities,--,535, New Delhi ,EdTech,EdTech | New Delhi +17 other locations,251,4.4
Apothecon Pharmaceuticals,1,981, Vadodara ,Pharma,Pharma | Vadodara +9 other locations,251,3.8
Teleindia Networks,--,1.2k, Bengaluru ,Telecom,Telecom | Bengaluru +27 other locations,251,2.8
WizKlub,--,792, Bengaluru ,EdTech,EdTech | Bengaluru +14 other locations,251,3.9
NEC Software Solutions,33,1.9k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +5 other locations,262,4.1
AAFT,15,489, Noida ,EdTech,EdTech | Noida +7 other locations,251,3.8
Durian Industries,9,1k, Mumbai ,Retail,Retail | Mumbai +37 other locations,251,3.5
Jain University,--,934, Bengaluru ,Education & Training,Education & Training | Bengaluru +8 other locations,250,3.6
Sudhir Power,7,1.1k, Gurugram ,Power,Power | Gurugram +36 other locations,250,4.0
Bright Life Care,1,794, Gurugram ,Fitness & Wellness,Fitness & Wellness | Gurugram +47 other locations,250,3.9
FoodPanda,--,812, Gurugram ,Internet,Internet | Gurugram +21 other locations,250,3.4
Shalina Healthcare,8,724, Pune ,Pharma,Pharma | Pune +14 other locations,250,4.6
Easyday Club,--,449, New Delhi ,Retail,Retail | New Delhi +74 other locations,250,3.4
Grassroots BPO,4,784, Bengaluru ,BPO,BPO | Bengaluru +7 other locations,250,3.8
PhyCARE Solutions,--,954, Hyderabad ,Healthcare,Healthcare | Hyderabad +7 other locations,250,4.3
Oriental Carbon & Chemicals,--,963, Mundra ,Chemicals,Chemicals | Mundra +16 other locations,250,3.9
Azad Engineering,5,1.2k, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +13 other locations,250,3.9
Ricoh,--,719, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +44 other locations,249,4.0
Venus Industrial Corporation,--,996, Faridabad ,Industrial Machinery,Industrial Machinery | Faridabad +17 other locations,249,4.1
Archirodon,--,382, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +23 other locations,249,4.4
Mahindra Susten,6,962, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +28 other locations,249,4.1
Epigral,1,1.3k, Bharuch ,Chemicals,Chemicals | Bharuch +5 other locations,249,3.6
UBI Services,8,659, Hyderabad ,Banking,Banking | Hyderabad +84 other locations,250,3.8
Avance Consulting Services,1,1.3k, Hyderabad ,Recruitment,Recruitment | Hyderabad +6 other locations,249,3.3
Galgotias University,2,894, Greater Noida ,Education & Training,Education & Training | Greater Noida +11 other locations,249,3.3
Canam Consultants,--,825, Chandigarh ,Education & Training,Education & Training | Chandigarh +22 other locations,249,4.2
Eaton Power Quality,--,1.2k, Puducherry ,Electronics Manufacturing,Electronics Manufacturing | Puducherry +19 other locations,249,3.7
Zyoin,9,860, Bengaluru ,Recruitment,Recruitment | Bengaluru +6 other locations,249,4.2
Hill International,44,722, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +26 other locations,249,3.4
Kisna Diamonds - HK Jewels,21,563, Mumbai ,Jewellery,Jewellery | Mumbai +49 other locations,249,3.7
Gallantt Ispat,1,733, Gorakhpur ,Iron & Steel,Iron & Steel | Gorakhpur +22 other locations,249,3.8
Wheels Emi,--,843, Pune ,Auto Components,Auto Components | Pune +57 other locations,249,3.3
Media.net Software Services (India),5,2.1k, Mumbai ,Marketing & Advertising,Marketing & Advertising | Mumbai +9 other locations,249,4.1
Calderys India Refractories,127,1k, Nagpur ,Metals & Mining,Metals & Mining | Nagpur +20 other locations,249,3.5
MARG ERP,--,1.2k, New Delhi ,Accounting & Auditing,Accounting & Auditing | New Delhi +36 other locations,248,2.7
Ivy Mobility Solutions,--,1.8k, Chennai ,Software Product,Software Product | Chennai +12 other locations,248,4.2
ASUS,5,926, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +53 other locations,248,3.4
Bajaj Healthcare,8,1.3k, Vadodara ,Pharma,Pharma | Vadodara +12 other locations,248,4.0
Burckhardt Compression,11,1.1k, Pune ,Industrial Machinery,Industrial Machinery | Pune +8 other locations,248,3.8
Meneta Automotive Components,--,919, Sonipat ,Auto Components,Auto Components | Sonipat +7 other locations,248,4.0
Stanley Lifestyles,23,855, Bengaluru ,Furniture & Furnishing,Furniture & Furnishing | Bengaluru +10 other locations,248,3.5
Betsol,10,1.4k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +3 other locations,248,3.9
Sony India Software Centre,28,2k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +8 other locations,248,4.2
Motorola,--,1.1k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +63 other locations,249,3.3
ITCONS e-Solutions,5,585, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +68 other locations,248,3.9
Sony India Software Centre,28,2k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +8 other locations,248,4.3
Barista Coffee Company,4,668, New Delhi ,Beverage,Beverage | New Delhi +35 other locations,248,3.2
Turtle,--,688, Kolkata ,Fashion & Textile,Fashion & Textile | Kolkata +37 other locations,248,3.6
Naga Limited,3,1.3k, Dindigul ,Food Processing,Food Processing | Dindigul +22 other locations,246,3.5
Inland World Logistics,1,856, Mumbai ,Logistics,Logistics | Mumbai +48 other locations,248,3.5
Perfios Software Solutions,11,2.4k, Bengaluru ,FinTech,FinTech | Bengaluru +5 other locations,247,3.1
Objectways Technologies,1,1.5k, Karur ,IT Services & Consulting,IT Services & Consulting | Karur +8 other locations,247,3.7
Laborate Pharmaceuticals,--,863, Panipat ,Pharma,Pharma | Panipat +34 other locations,247,3.9
IIT Madras,9,1.1k, Chennai ,Education & Training,Education & Training | Chennai +9 other locations,247,3.9
KTL Automobile,--,1k, Lucknow ,Automobile,Automobile | Lucknow +70 other locations,247,3.7
Kotak Mahindra General Insurance,--,1.4k, Mumbai ,Insurance,Insurance | Mumbai +49 other locations,247,3.5
Xeam Ventures,--,849, New Delhi ,Recruitment,Recruitment | New Delhi +69 other locations,247,4.0
RG Stone Urology & Laparoscopy Hospital,104,722, New Delhi ,Healthcare,Healthcare | New Delhi +14 other locations,247,4.4
InvestoXpert,6,426, Noida ,Real Estate,Real Estate | Noida +12 other locations,247,3.9
KANINI Software Solutions,12,1.3k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +8 other locations,247,4.1
L&T Water & Effluent Treatment,--,309, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +59 other locations,246,3.4
Exusia,--,773, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +12 other locations,246,3.7
Sai Service,--,1.1k, Mumbai ,Automobile,Automobile | Mumbai +30 other locations,246,4.1
L&T Water & Effluent Treatment,--,309, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +59 other locations,246,3.6
Intersoft Data Labs,8,1.4k, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +8 other locations,246,4.0
Som Autotech,--,929, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +25 other locations,246,3.7
Edward Food Research and Analysis Centre,1,637, Kolkata ,Analytics & KPO,Analytics & KPO | Kolkata +4 other locations,247,3.7
NextGen Healthcare,--,1.6k, Bengaluru ,Software Product,Software Product | Bengaluru +11 other locations,246,3.8
Enviri,46,1.3k, Hyderabad ,Waste Management,Waste Management | Hyderabad +20 other locations,246,4.0
Cardinal Health,17,1.2k, Bengaluru ,Pharma,Pharma | Bengaluru +9 other locations,246,4.3
Aditya Infotech,6,1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +42 other locations,246,4.2
Millennium Engineers & Contractors,1,1.1k, Pune ,Engineering & Construction,Engineering & Construction | Pune +7 other locations,247,3.8
Trantor,33,1.8k, Chandigarh ,IT Services & Consulting,IT Services & Consulting | Chandigarh +10 other locations,246,3.4
Exusia,--,773, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +12 other locations,246,3.4
Newgen Knowledge Works,2,1.2k, Chennai ,Printing & Publishing,Printing & Publishing | Chennai +10 other locations,246,3.9
Securens System,183,745, Mumbai ,Law Enforcement & Security,Law Enforcement & Security | Mumbai +36 other locations,246,4.2
The Sleep Company,51,883, Mumbai ,Furniture & Furnishing,Furniture & Furnishing | Mumbai +25 other locations,272,3.9
Health Insurance TPA of India,1,879, Noida ,Insurance,Insurance | Noida +24 other locations,246,4.1
Electropneumatics & Hydraulics (I),11,1k, Pune ,Industrial Machinery,Industrial Machinery | Pune +5 other locations,245,3.6
Honasa Consumer,7,884, Gurugram ,Beauty & Personal Care,Beauty & Personal Care | Gurugram +43 other locations,245,3.6
Steel Infra Solutions,15,901,N/A,Bhilai Nagar +17 other locations,Bhilai Nagar +17 other locations,245,3.9
Infocus Technologies,--,631, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +15 other locations,245,4.6
House of Hiranandani,12,549, Mumbai ,Real Estate,Real Estate | Mumbai +11 other locations,245,3.5
Meghmani Industries,--,1.2k, Bharuch ,Agro Chemicals,Agro Chemicals | Bharuch +22 other locations,245,4.2
Huntsman International,4,1k, Mumbai ,Chemicals,Chemicals | Mumbai +25 other locations,245,4.2
L. V. Prasad Eye Institute,3,623, Hyderabad ,Healthcare,Healthcare | Hyderabad +19 other locations,245,4.0
Asian Heart Institute,35,434, Mumbai ,Healthcare,Healthcare | Mumbai +6 other locations,245,4.1
Essar Power,--,1k, Jamnagar ,Power,Power | Jamnagar +18 other locations,245,3.2
Leap Finance,9,994, Bengaluru ,FinTech,FinTech | Bengaluru +14 other locations,245,3.3
Battery Smart,22,846, Gurugram ,Auto Components,Auto Components | Gurugram +29 other locations,246,2.7
GyanSys Inc,32,2.3k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +12 other locations,245,4.3
Godawari Power & Ispat,2,816, Raipur ,Iron & Steel,Iron & Steel | Raipur +12 other locations,245,3.9
LOTS Wholesale Solutions,6,967, New Delhi ,Food Processing,Food Processing | New Delhi +5 other locations,246,3.3
Coolberg Beverages,--,507, Mumbai ,Beverage,Beverage | Mumbai +40 other locations,244,3.4
Global Edge Software,--,1.6k, Bengaluru ,Software Product,Software Product | Bengaluru +9 other locations,244,3.3
Credera,32,1.8k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +10 other locations,244,3.5
The Smart Cube,--,1.9k, Noida ,Management Consulting,Management Consulting | Noida +7 other locations,244,3.2
Anand Rathi Global Finance,--,991, Mumbai ,NBFC,NBFC | Mumbai +39 other locations,244,3.0
Diamond Beverages,1,759, Kolkata ,Beverage,Beverage | Kolkata +5 other locations,244,3.4
Simpson,8,1.2k, Chennai ,Auto Components,Auto Components | Chennai +9 other locations,244,3.7
Ruloans,5,1.1k, Mumbai ,Financial Services,Financial Services | Mumbai +49 other locations,244,3.8
Latinem,33,493, Hyderabad ,Real Estate,Real Estate | Hyderabad +3 other locations,244,3.7
Saint Gobain Sekurit India,--,890, Chennai ,Auto Components,Auto Components | Chennai +16 other locations,244,3.9
Toyotetsu India Auto Parts,--,820, Bengaluru ,Auto Components,Auto Components | Bengaluru +9 other locations,244,4.0
National Contracting Company,--,639, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +19 other locations,243,3.9
Raj Petro Specialities,--,1k, Chennai ,Oil & Gas,Oil & Gas | Chennai +25 other locations,243,4.2
Housejoy,--,503, Bengaluru ,Facility Management Services,Facility Management Services | Bengaluru +16 other locations,243,4.1
Clearpack,1,1.1k, Greater Noida ,Industrial Machinery,Industrial Machinery | Greater Noida +17 other locations,243,3.4
Cryoviva Biotech,--,613, Gurugram ,Biotechnology,Biotechnology | Gurugram +46 other locations,243,4.0
Mangalam Cement,4,905, Kota ,Building Material,Building Material | Kota +29 other locations,243,3.1
Business for Social Responsibility,--,519, Mumbai ,Accounting & Auditing,Accounting & Auditing | Mumbai +20 other locations,243,3.5
VERITY GLOBAL SOLUTIONS,--,1.3k, Bengaluru ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Bengaluru +11 other locations,243,4.0
Smith+Nephew,40,1.4k, Pune ,Medical Equipment,Medical Equipment | Pune +19 other locations,243,3.3
Adfactors PR,19,1.8k, Mumbai ,Marketing & Advertising,Marketing & Advertising | Mumbai +12 other locations,243,4.4
Allianz,15,1.7k, Thiruvananthapuram ,Insurance,Insurance | Thiruvananthapuram +15 other locations,243,3.8
Net Solutions,6,806, Chandigarh ,IT Services & Consulting,IT Services & Consulting | Chandigarh +4 other locations,243,3.6
Rishabh Software,50,1.7k, Vadodara ,IT Services & Consulting,IT Services & Consulting | Vadodara +12 other locations,243,3.1
VSynergize Outsourcing,16,900, Pune ,Marketing & Advertising,Marketing & Advertising | Pune +1 other locations,243,3.7
Sraco,--,567, Dammam ,Engineering & Construction,Engineering & Construction | Dammam +24 other locations,243,4.0
Sales India,--,1.6k, Ahmedabad ,Retail,Retail | Ahmedabad +75 other locations,243,3.8
Chandigarh Group of Colleges,5,835, Chandigarh ,Education & Training,Education & Training | Chandigarh +20 other locations,243,3.7
Everllence,7,1.2k, Chhatrapati Sambhajinagar ,Industrial Machinery,Industrial Machinery | Chhatrapati Sambhajinagar +10 other locations,243,4.2
Toshiba,--,1.2k, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +32 other locations,243,3.8
Rittal,--,1k, Bengaluru ,Industrial Machinery,Industrial Machinery | Bengaluru +19 other locations,243,4.0
Amantya Technologies,76,1.4k, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +5 other locations,243,3.8
Microchip Technology,88,1.9k, Bengaluru ,Semiconductors,Semiconductors | Bengaluru +6 other locations,243,4.3
Organic India,--,940, Lucknow ,FMCG,FMCG | Lucknow +51 other locations,243,4.2
Terrier Security Services,--,641, Bengaluru ,Law Enforcement & Security,Law Enforcement & Security | Bengaluru +40 other locations,243,3.6
Plada Infotech Services,5,748, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +44 other locations,243,3.6
Lloyds Technology Centre,--,2.8k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +8 other locations,243,4.0
Amber,16,663, Pune ,Internet,Internet | Pune +8 other locations,242,3.4
Tokai Rubber Auto Parts India,--,928, Neemrana ,Industrial Machinery,Industrial Machinery | Neemrana +11 other locations,242,3.6
Bombay Stock Exchange,3,1.6k, Mumbai ,Financial Services,Financial Services | Mumbai +14 other locations,242,3.8
Sophos Technologies,6,1.8k, Ahmedabad ,Software Product,Software Product | Ahmedabad +7 other locations,242,4.4
SK E&C,--,489, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +36 other locations,242,3.3
Agilysys Technologies India,11,2.6k, Chennai ,Software Product,Software Product | Chennai +3 other locations,242,3.9
Student Life,--,565, Kolkata ,Non-Profit,Non-Profit | Kolkata +46 other locations,242,3.8
VGN Projects Estates,6,692, Chennai ,Real Estate,Real Estate | Chennai +8 other locations,242,3.4
Varite,22,1.2k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +11 other locations,242,3.7
Health & Glow,1,1.2k, Bengaluru ,Beauty & Personal Care,Beauty & Personal Care | Bengaluru +15 other locations,242,3.8
IIFL Securities,--,1.6k, Mumbai ,Financial Services,Financial Services | Mumbai +40 other locations,242,3.8
Madras Engineering Industries,7,1.2k, Chennai ,Auto Components,Auto Components | Chennai +13 other locations,242,4.1
Zamil Steel Buildings India,8,1.1k, Pune ,Engineering & Construction,Engineering & Construction | Pune +22 other locations,242,3.9
Onkar Infotech,4,695, Gurugram ,BPO,BPO | Gurugram +3 other locations,242,3.8
Sika,26,936, Mumbai ,Chemicals,Chemicals | Mumbai +36 other locations,242,3.2
Franco-Indian Pharmaceuticals,--,691, Mumbai ,Pharma,Pharma | Mumbai +46 other locations,242,3.8
Suminter India Organics,5,829, Mumbai ,FMCG,FMCG | Mumbai +25 other locations,242,3.9
Shri Bajrang Power & Ispat,12,986, Raipur ,Power,Power | Raipur +14 other locations,242,3.8
Goodluck,--,871, Ghaziabad ,Iron & Steel,Iron & Steel | Ghaziabad +24 other locations,241,4.1
Hofincons Infotech & Industrial Services,--,609, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +39 other locations,241,3.7
Jindal India Thermal Power,--,971, Angul ,Power,Power | Angul +17 other locations,241,3.7
Navata Road Transport,58,737, Vijayawada ,Logistics,Logistics | Vijayawada +34 other locations,241,3.8
GMM Pfaudler,--,1.3k, Anand ,Industrial Machinery,Industrial Machinery | Anand +11 other locations,241,3.9
Lucy Electric,36,1.1k, Nashik ,Electrical Equipment,Electrical Equipment | Nashik +15 other locations,241,4.2
Puranik Builders,10,1.1k, Mumbai ,Real Estate,Real Estate | Mumbai +8 other locations,241,3.5
Bizcrum Infotech,--,794, New Delhi ,Internet,Internet | New Delhi +59 other locations,241,3.8
Skylark Infra Engineering Private Limited,3,612, Gurugram ,Engineering & Construction,Engineering & Construction | Gurugram +43 other locations,241,3.9
Muthoot Money,--,698, Hyderabad ,NBFC,NBFC | Hyderabad +81 other locations,241,3.4
Kapture CX,43,826, Bengaluru ,Software Product,Software Product | Bengaluru +8 other locations,241,4.3
Amara Raja Power Systems,32,936, Tirupati ,Auto Components,Auto Components | Tirupati +36 other locations,241,4.3
Kharafi National,--,320, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +18 other locations,241,3.9
Arun Excello,13,947, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +16 other locations,241,3.6
KhataBook,9,1.2k, Bengaluru ,FinTech,FinTech | Bengaluru +27 other locations,241,3.5
